reference_group_id,document_id,role
RG-entry_year=2006,WEXP0024,member
RG-entry_year=2006,WEXP0025,member
RG-entry_year=2006,WEXP0026,member
RG-entry_year=2006,WEXP0027,member
RG-entry_year=2006,WEXP0028,member
RG-entry_year=2006,WEXP0029,member
RG-entry_year=2006,WEXP0030,member
RG-entry_year=2006,WEXP0031,member
RG-entry_year=2006,WEXP0032,member
RG-entry_year=2006,WEXP0033,member
RG-entry_year=2006,WEXP0034,member
RG-entry_year=2006,WEXP0035,member
RG-entry_year=2006,WEXP0036,member
RG-entry_year=2006,WEXP0037,member
RG-entry_year=2006,WEXP0038,member
RG-entry_year=2006,WEXP0039,member
RG-entry_year=2006,WEXP0040,member
RG-entry_year=2006,WEXP0041,member
RG-entry_year=2006,WEXP0042,member
RG-entry_year=2006,WEXP0043,member
RG-entry_year=2006,WEXP0044,member
RG-entry_year=2006,WEXP0045,member
RG-entry_year=2006,WEXP0046,member
RG-entry_year=2006,WEXP0047,member
RG-entry_year=2006,WEXP0048,member
RG-entry_year=2006,WEXP0049,member
RG-entry_year=2006,WEXP0050,member
RG-entry_year=2006,WEXP0051,member
RG-entry_year=2006,WEXP0052,member
RG-entry_year=2006,WEXP0053,member
RG-entry_year=2006,WEXP0054,member
RG-entry_year=2006,WEXP0055,member
RG-entry_year=2006,WEXP0056,member
RG-entry_year=2006,WEXP0057,member
RG-entry_year=2006,WEXP0058,member
RG-entry_year=2006,WEXP0059,member
RG-entry_year=2006,WEXP0060,member
RG-entry_year=2006,WEXP0061,member
RG-entry_year=2006,WEXP0062,member
RG-entry_year=2006,WEXP0063,member
RG-entry_year=2006,WEXP0064,member
RG-entry_year=2006,WEXP0065,member
RG-entry_year=2006,WEXP0066,member
RG-entry_year=2006,WEXP0067,member
RG-entry_year=2006,WEXP0068,member
RG-entry_year=2006,WEXP0069,member
RG-entry_year=2006,WEXP0070,member
RG-entry_year=2006,WEXP0071,member
RG-entry_year=2006,WEXP0072,member
RG-entry_year=2006,WEXP0073,member
RG-entry_year=2006,WEXP0074,member
RG-entry_year=2006,WEXP0075,member
RG-entry_year=2006,WEXP0076,member
RG-entry_year=2006,WEXP0077,member
RG-entry_year=2006,WEXP0078,member
RG-entry_year=2006,WEXP0079,member
RG-entry_year=2006,WEXP0080,member
RG-entry_year=2006,WEXP0081,member
RG-entry_year=2006,WEXP0082,member
RG-entry_year=2006,WEXP0083,member
RG-entry_year=2006,WEXP0084,member
RG-entry_year=2006,WEXP0085,member
RG-entry_year=2006,WEXP0086,member
RG-entry_year=2006,WEXP0087,member
RG-entry_year=2006,WEXP0088,member
RG-entry_year=2006,WEXP0089,member
RG-entry_year=2006,WEXP0090,member
RG-entry_year=2006,WEXP0091,member
RG-entry_year=2006,WEXP0092,member
RG-entry_year=2006,WEXP0093,member
RG-entry_year=2006,WEXP0094,member
RG-entry_year=2006,WEXP0095,member
RG-entry_year=2006,WEXP0096,member
RG-entry_year=2006,WEXP0097,member
RG-entry_year=2006,WEXP0098,member
RG-entry_year=2006,WEXP0099,member
RG-entry_year=2006,WEXP0100,member
RG-entry_year=2006,WEXP0101,member
RG-entry_year=2006,WEXP0102,member
RG-entry_year=2006,WEXP0103,member
RG-entry_year=2006,WEXP0104,member
RG-entry_year=2006,WEXP0105,member
RG-entry_year=2006,WEXP0106,member
RG-entry_year=2006,WEXP0107,member
RG-entry_year=2006,WEXP0108,member
RG-entry_year=2006,WEXP0109,member
RG-entry_year=2006,WEXP0110,member
RG-entry_year=2006,WEXP0111,member
RG-entry_year=2006,WEXP0112,member
RG-entry_year=2006,WEXP0113,member
RG-entry_year=2006,WEXP0114,member
RG-entry_year=2006,WEXP0115,member
RG-entry_year=2006,WEXP0116,member
RG-entry_year=2006,WEXP0117,member
RG-entry_year=2006,WEXP0118,member
RG-entry_year=2006,WEXP0119,member
RG-entry_year=2006,WEXP0120,member
RG-entry_year=2006,WEXP0121,member
RG-entry_year=2006,WEXP0122,member
RG-entry_year=2006,WEXP0123,member
RG-entry_year=2006,WEXP0124,member
RG-entry_year=2006,WEXP0125,member
RG-entry_year=2006,WEXP0126,member
RG-entry_year=2006,WEXP0127,member
RG-entry_year=2006,WEXP0128,member
RG-entry_year=2006,WEXP0129,member
RG-entry_year=2006,WEXP0130,member
RG-entry_year=2006,WEXP0131,member
RG-entry_year=2006,WEXP0132,member
RG-entry_year=2006,WEXP0133,member
RG-entry_year=2006,WEXP0134,member
RG-entry_year=2006,WEXP0135,member
RG-entry_year=2006,WEXP0136,member
RG-entry_year=2006,WEXP0137,member
RG-entry_year=2006,WEXP0138,member
RG-entry_year=2006,WEXP0139,member
RG-entry_year=2006,WEXP0140,member
RG-entry_year=2006,WEXP0141,member
RG-entry_year=2006,WEXP0142,member
RG-entry_year=2006,WEXP0143,member
RG-entry_year=2006,WEXP0144,member
RG-entry_year=2006,WEXP0145,member
RG-entry_year=2006,WEXP0146,member
RG-entry_year=2006,WEXP0147,member
RG-entry_year=2006,WEXP0148,member
RG-entry_year=2006,WEXP0149,member
RG-entry_year=2006,WEXP0150,member
RG-entry_year=2006,WEXP0151,member
RG-entry_year=2006,WEXP0152,member
RG-entry_year=2006,WEXP0153,member
RG-entry_year=2006,WEXP0154,member
RG-entry_year=2006,WEXP0155,member
RG-entry_year=2006,WEXP0156,member
RG-entry_year=2006,WEXP0157,member
RG-entry_year=2006,WEXP0158,member
RG-entry_year=2006,WEXP0159,member
RG-entry_year=2006,WEXP0160,member
RG-entry_year=2006,WEXP0161,member
RG-entry_year=2006,WEXP0162,member
RG-entry_year=2006,WEXP0163,member
RG-entry_year=2006,WEXP0164,member
RG-entry_year=2006,WEXP0165,member
RG-entry_year=2006,WEXP0166,member
RG-entry_year=2006,WEXP0167,member
RG-entry_year=2006,WEXP0168,member
RG-entry_year=2006,WEXP0169,member
RG-entry_year=2006,WEXP0170,member
RG-entry_year=2006,WEXP0171,member
RG-entry_year=2006,WEXP0172,member
RG-entry_year=2006,WEXP0173,member
RG-entry_year=2006,WEXP0174,member
RG-entry_year=2006,WEXP0175,member
RG-entry_year=2006,WEXP0176,member
RG-entry_year=2006,WEXP0177,member
RG-entry_year=2006,WEXP0178,member
RG-entry_year=2006,WEXP0179,member
RG-entry_year=2006,WEXP0180,member
RG-entry_year=2006,WEXP0181,member
RG-entry_year=2006,WEXP0182,member
RG-entry_year=2006,WEXP0183,member
RG-entry_year=2006,WEXP0184,member
RG-entry_year=2006,WEXP0185,member
RG-entry_year=2006,WEXP0186,member
RG-entry_year=2006,WEXP0187,member
RG-entry_year=2006,WEXP0188,member
RG-entry_year=2006,WEXP0189,member
RG-entry_year=2006,WEXP0190,member
RG-entry_year=2006,WEXP0191,member
RG-entry_year=2006,WEXP0192,member
RG-entry_year=2006,WEXP0193,member
RG-entry_year=2006,WEXP0194,member
RG-entry_year=2006,WEXP0195,member
RG-entry_year=2006,WEXP0196,member
RG-entry_year=2006,WEXP0197,member
RG-entry_year=2006,WEXP0198,member
RG-entry_year=2006,WEXP0199,member
RG-entry_year=2006,WEXP0200,member
RG-entry_year=2006,WEXP0201,member
RG-entry_year=2006,WEXP0202,member
RG-entry_year=2006,WEXP0203,member
RG-entry_year=2006,WEXP0204,member
RG-entry_year=2006,WEXP0205,member
RG-entry_year=2006,WEXP0206,member
RG-entry_year=2006,WEXP0207,member
RG-entry_year=2006,WEXP0208,member
RG-entry_year=2006,WEXP0209,member
RG-entry_year=2006,WEXP0210,member
RG-entry_year=2006,WEXP0211,member
RG-entry_year=2006,WEXP0212,member
RG-entry_year=2006,WEXP0213,member
RG-entry_year=2006,WEXP0214,member
RG-entry_year=2006,WEXP0215,member
RG-entry_year=2006,WEXP0216,member
RG-entry_year=2006,WEXP0217,member
RG-entry_year=2006,WEXP0218,member
RG-entry_year=2006,WEXP0219,member
RG-entry_year=2006,WEXP0220,member
RG-entry_year=2006,WEXP0221,member
RG-entry_year=2006,WEXP0222,member
RG-entry_year=2006,WEXP0223,member
RG-entry_year=2006,WEXP0224,member
RG-entry_year=2006,WEXP0225,member
RG-entry_year=2006,WEXP0226,member
RG-entry_year=2006,WEXP0227,member
RG-entry_year=2006,WEXP0228,member
RG-entry_year=2006,WEXP0229,member
RG-entry_year=2006,WEXP0230,member
RG-entry_year=2006,WEXP0231,member
RG-entry_year=2006,WEXP0232,member
RG-entry_year=2006,WEXP0233,member
RG-entry_year=2006,WEXP0234,member
RG-entry_year=2006,WEXP0235,member
RG-entry_year=2006,WEXP0236,member
RG-entry_year=2006,WEXP0237,member
RG-entry_year=2006,WEXP0238,member
RG-entry_year=2006,WEXP0239,member
RG-entry_year=2006,WEXP0240,member
RG-entry_year=2006,WEXP0241,member
RG-entry_year=2006,WEXP0242,member
RG-entry_year=2006,WEXP0243,member
RG-entry_year=2006,WEXP0244,member
RG-entry_year=2006,WEXP0245,member
RG-entry_year=2006,WEXP0246,member
RG-entry_year=2006,WEXP0247,member
RG-entry_year=2006,WEXP0248,member
RG-entry_year=2006,WEXP0249,member
RG-entry_year=2006,WEXP0250,member
RG-entry_year=2006,WEXP0251,member
RG-entry_year=2006,WEXP0252,member
RG-entry_year=2006,WEXP0253,member
RG-entry_year=2006,WEXP0254,member
RG-entry_year=2006,WEXP0255,member
RG-entry_year=2006,WEXP0256,member
RG-entry_year=2006,WEXP0257,member
RG-entry_year=2006,WEXP0258,member
RG-entry_year=2006,WEXP0259,member
RG-entry_year=2006,WEXP0260,member
RG-entry_year=2006,WEXP0261,member
RG-entry_year=2006,WEXP0262,member
RG-entry_year=2006,WEXP0263,member
RG-entry_year=2006,WEXP0264,member
RG-entry_year=2006,WEXP0265,member
RG-entry_year=2006,WEXP0266,member
RG-entry_year=2006,WEXP0267,member
RG-entry_year=2006,WEXP0268,member
RG-entry_year=2006,WEXP0269,member
RG-entry_year=2006,WEXP0270,member
RG-entry_year=2007,WARG0020,member
RG-entry_year=2007,WARG0021,member
RG-entry_year=2007,WARG0022,member
RG-entry_year=2007,WARG0023,member
RG-entry_year=2007,WARG0024,member
RG-entry_year=2007,WARG0025,member
RG-entry_year=2007,WARG0026,member
RG-entry_year=2007,WARG0027,member
RG-entry_year=2007,WARG0028,member
RG-entry_year=2007,WARG0029,member
RG-entry_year=2007,WARG0030,member
RG-entry_year=2007,WARG0031,member
RG-entry_year=2007,WARG0032,member
RG-entry_year=2007,WARG0033,member
RG-entry_year=2007,WARG0328,member
RG-entry_year=2007,WARG0329,member
RG-entry_year=2007,WARG0330,member
RG-entry_year=2007,WARG0331,member
RG-entry_year=2007,WARG0332,member
RG-entry_year=2007,WARG0333,member
RG-entry_year=2007,WARG0334,member
RG-entry_year=2007,WARG0335,member
RG-entry_year=2007,WARG0336,member
RG-entry_year=2007,WARG0337,member
RG-entry_year=2007,WARG0338,member
RG-entry_year=2007,WARG0339,member
RG-entry_year=2007,WARG0340,member
RG-entry_year=2007,WARG0341,member
RG-entry_year=2007,WARG0342,member
RG-entry_year=2007,WARG0343,member
RG-entry_year=2007,WARG0344,member
RG-entry_year=2007,WARG0345,member
RG-entry_year=2007,WARG0346,member
RG-entry_year=2007,WARG0347,member
RG-entry_year=2007,WARG0348,member
RG-entry_year=2007,WARG0349,member
RG-entry_year=2007,WARG0350,member
RG-entry_year=2007,WARG0351,member
RG-entry_year=2007,WARG0352,member
RG-entry_year=2007,WARG0353,member
RG-entry_year=2007,WARG0354,member
RG-entry_year=2007,WARG0355,member
RG-entry_year=2007,WARG0356,member
RG-entry_year=2007,WARG0357,member
RG-entry_year=2007,WARG0358,member
RG-entry_year=2007,WARG0489,member
RG-entry_year=2007,WARG0490,member
RG-entry_year=2007,WARG0491,member
RG-entry_year=2007,WARG0492,member
RG-entry_year=2007,WARG0493,member
RG-entry_year=2007,WARG0494,member
RG-entry_year=2007,WARG0495,member
RG-entry_year=2007,WARG0496,member
RG-entry_year=2007,WARG0497,member
RG-entry_year=2007,WARG0498,member
RG-entry_year=2007,WARG0499,member
RG-entry_year=2007,WARG0500,member
RG-entry_year=2007,WARG0501,member
RG-entry_year=2007,WARG0502,member
RG-entry_year=2007,WARG0797,member
RG-entry_year=2007,WARG0798,member
RG-entry_year=2007,WARG0799,member
RG-entry_year=2007,WARG0800,member
RG-entry_year=2007,WARG0801,member
RG-entry_year=2007,WARG0802,member
RG-entry_year=2007,WARG0803,member
RG-entry_year=2007,WARG0804,member
RG-entry_year=2007,WARG0805,member
RG-entry_year=2007,WARG0806,member
RG-entry_year=2007,WARG0807,member
RG-entry_year=2007,WARG0808,member
RG-entry_year=2007,WARG0809,member
RG-entry_year=2007,WARG0810,member
RG-entry_year=2007,WARG0811,member
RG-entry_year=2007,WARG0812,member
RG-entry_year=2007,WARG0813,member
RG-entry_year=2007,WARG0814,member
RG-entry_year=2007,WARG0815,member
RG-entry_year=2007,WARG0816,member
RG-entry_year=2007,WARG0817,member
RG-entry_year=2007,WARG0818,member
RG-entry_year=2007,WARG0819,member
RG-entry_year=2007,WARG0820,member
RG-entry_year=2007,WARG0821,member
RG-entry_year=2007,WARG0822,member
RG-entry_year=2007,WARG0823,member
RG-entry_year=2007,WARG0824,member
RG-entry_year=2007,WARG0825,member
RG-entry_year=2007,WARG0826,member
RG-entry_year=2007,WARG0827,member
RG-entry_year=2007,WARG0957,member
RG-entry_year=2007,WARG0958,member
RG-entry_year=2007,WARG0959,member
RG-entry_year=2007,WARG0960,member
RG-entry_year=2007,WARG0961,member
RG-entry_year=2007,WARG0962,member
RG-entry_year=2007,WARG0963,member
RG-entry_year=2007,WARG0964,member
RG-entry_year=2007,WARG0965,member
RG-entry_year=2007,WARG0966,member
RG-entry_year=2007,WARG0967,member
RG-entry_year=2007,WARG0968,member
RG-entry_year=2007,WARG0969,member
RG-entry_year=2007,WARG0970,member
RG-entry_year=2007,WARG1265,member
RG-entry_year=2007,WARG1266,member
RG-entry_year=2007,WARG1267,member
RG-entry_year=2007,WARG1268,member
RG-entry_year=2007,WARG1269,member
RG-entry_year=2007,WARG1270,member
RG-entry_year=2007,WARG1271,member
RG-entry_year=2007,WARG1272,member
RG-entry_year=2007,WARG1273,member
RG-entry_year=2007,WARG1274,member
RG-entry_year=2007,WARG1275,member
RG-entry_year=2007,WARG1276,member
RG-entry_year=2007,WARG1277,member
RG-entry_year=2007,WARG1278,member
RG-entry_year=2007,WARG1279,member
RG-entry_year=2007,WARG1280,member
RG-entry_year=2007,WARG1281,member
RG-entry_year=2007,WARG1282,member
RG-entry_year=2007,WARG1283,member
RG-entry_year=2007,WARG1284,member
RG-entry_year=2007,WARG1285,member
RG-entry_year=2007,WARG1286,member
RG-entry_year=2007,WARG1287,member
RG-entry_year=2007,WARG1288,member
RG-entry_year=2007,WARG1289,member
RG-entry_year=2007,WARG1290,member
RG-entry_year=2007,WARG1291,member
RG-entry_year=2007,WARG1292,member
RG-entry_year=2007,WARG1293,member
RG-entry_year=2007,WARG1294,member
RG-entry_year=2007,WARG1295,member
RG-entry_year=2007,WARG1424,member
RG-entry_year=2007,WARG1425,member
RG-entry_year=2007,WARG1426,member
RG-entry_year=2007,WARG1427,member
RG-entry_year=2007,WARG1428,member
RG-entry_year=2007,WARG1429,member
RG-entry_year=2007,WARG1430,member
RG-entry_year=2007,WARG1431,member
RG-entry_year=2007,WARG1432,member
RG-entry_year=2007,WARG1433,member
RG-entry_year=2007,WARG1434,member
RG-entry_year=2007,WARG1435,member
RG-entry_year=2007,WARG1436,member
RG-entry_year=2007,WARG1437,member
RG-entry_year=2007,WARG1438,member
RG-entry_year=2007,WARG1733,member
RG-entry_year=2007,WARG1734,member
RG-entry_year=2007,WARG1735,member
RG-entry_year=2007,WARG1736,member
RG-entry_year=2007,WARG1737,member
RG-entry_year=2007,WARG1738,member
RG-entry_year=2007,WARG1739,member
RG-entry_year=2007,WARG1740,member
RG-entry_year=2007,WARG1741,member
RG-entry_year=2007,WARG1742,member
RG-entry_year=2007,WARG1743,member
RG-entry_year=2007,WARG1744,member
RG-entry_year=2007,WARG1745,member
RG-entry_year=2007,WARG1746,member
RG-entry_year=2007,WARG1747,member
RG-entry_year=2007,WARG1748,member
RG-entry_year=2007,WARG1749,member
RG-entry_year=2007,WARG1750,member
RG-entry_year=2007,WARG1751,member
RG-entry_year=2007,WARG1752,member
RG-entry_year=2007,WARG1753,member
RG-entry_year=2007,WARG1754,member
RG-entry_year=2007,WARG1755,member
RG-entry_year=2007,WARG1756,member
RG-entry_year=2007,WARG1757,member
RG-entry_year=2007,WARG1758,member
RG-entry_year=2007,WARG1759,member
RG-entry_year=2007,WARG1760,member
RG-entry_year=2007,WARG1761,member
RG-entry_year=2007,WARG1762,member
RG-entry_year=2007,WARG1763,member
RG-entry_year=2007,WARG1892,member
RG-entry_year=2007,WARG1893,member
RG-entry_year=2007,WARG1894,member
RG-entry_year=2007,WARG1895,member
RG-entry_year=2007,WARG1896,member
RG-entry_year=2007,WARG1897,member
RG-entry_year=2007,WARG1898,member
RG-entry_year=2007,WARG1899,member
RG-entry_year=2007,WARG1900,member
RG-entry_year=2007,WARG1901,member
RG-entry_year=2007,WARG1902,member
RG-entry_year=2007,WARG1903,member
RG-entry_year=2007,WARG1904,member
RG-entry_year=2007,WARG1905,member
RG-entry_year=2007,WARG1906,member
RG-entry_year=2007,WARG2200,member
RG-entry_year=2007,WARG2201,member
RG-entry_year=2007,WARG2202,member
RG-entry_year=2007,WARG2203,member
RG-entry_year=2007,WARG2204,member
RG-entry_year=2007,WARG2205,member
RG-entry_year=2007,WARG2206,member
RG-entry_year=2007,WARG2207,member
RG-entry_year=2007,WARG2208,member
RG-entry_year=2007,WARG2209,member
RG-entry_year=2007,WARG2210,member
RG-entry_year=2007,WARG2211,member
RG-entry_year=2007,WARG2212,member
RG-entry_year=2007,WARG2213,member
RG-entry_year=2007,WARG2214,member
RG-entry_year=2007,WARG2215,member
RG-entry_year=2007,WARG2216,member
RG-entry_year=2007,WARG2217,member
RG-entry_year=2007,WARG2218,member
RG-entry_year=2007,WARG2219,member
RG-entry_year=2007,WARG2220,member
RG-entry_year=2007,WARG2221,member
RG-entry_year=2007,WARG2222,member
RG-entry_year=2007,WARG2223,member
RG-entry_year=2007,WARG2224,member
RG-entry_year=2007,WARG2225,member
RG-entry_year=2007,WARG2226,member
RG-entry_year=2007,WARG2227,member
RG-entry_year=2007,WARG2228,member
RG-entry_year=2007,WARG2229,member
RG-entry_year=2007,WARG2230,member
RG-entry_year=2007,WARG2231,member
RG-entry_year=2007,WARG2360,member
RG-entry_year=2007,WARG2361,member
RG-entry_year=2007,WARG2362,member
RG-entry_year=2007,WARG2363,member
RG-entry_year=2007,WARG2364,member
RG-entry_year=2007,WARG2365,member
RG-entry_year=2007,WARG2366,member
RG-entry_year=2007,WARG2367,member
RG-entry_year=2007,WARG2368,member
RG-entry_year=2007,WARG2369,member
RG-entry_year=2007,WARG2370,member
RG-entry_year=2007,WARG2371,member
RG-entry_year=2007,WARG2372,member
RG-entry_year=2007,WARG2373,member
RG-entry_year=2007,WARG2499,member
RG-entry_year=2007,WARG2668,member
RG-entry_year=2007,WARG2669,member
RG-entry_year=2007,WARG2670,member
RG-entry_year=2007,WARG2671,member
RG-entry_year=2007,WARG2672,member
RG-entry_year=2007,WARG2673,member
RG-entry_year=2007,WARG2674,member
RG-entry_year=2007,WARG2675,member
RG-entry_year=2007,WARG2676,member
RG-entry_year=2007,WARG2677,member
RG-entry_year=2007,WARG2678,member
RG-entry_year=2007,WARG2679,member
RG-entry_year=2007,WARG2680,member
RG-entry_year=2007,WARG2681,member
RG-entry_year=2007,WARG2682,member
RG-entry_year=2007,WARG2683,member
RG-entry_year=2007,WARG2684,member
RG-entry_year=2007,WARG2685,member
RG-entry_year=2007,WARG2686,member
RG-entry_year=2007,WARG2687,member
RG-entry_year=2007,WARG2688,member
RG-entry_year=2007,WARG2689,member
RG-entry_year=2007,WARG2690,member
RG-entry_year=2007,WARG2691,member
RG-entry_year=2007,WARG2692,member
RG-entry_year=2007,WARG2693,member
RG-entry_year=2007,WARG2694,member
RG-entry_year=2007,WARG2695,member
RG-entry_year=2007,WARG2696,member
RG-entry_year=2007,WARG2697,member
RG-entry_year=2007,WARG2698,member
RG-entry_year=2007,WARG2699,member
RG-entry_year=2007,WARG2828,member
RG-entry_year=2007,WARG2829,member
RG-entry_year=2007,WARG2830,member
RG-entry_year=2007,WARG2831,member
RG-entry_year=2007,WARG2832,member
RG-entry_year=2007,WARG2833,member
RG-entry_year=2007,WARG2834,member
RG-entry_year=2007,WARG2835,member
RG-entry_year=2007,WARG2836,member
RG-entry_year=2007,WARG2837,member
RG-entry_year=2007,WARG2838,member
RG-entry_year=2007,WARG2839,member
RG-entry_year=2007,WARG2840,member
RG-entry_year=2007,WARG2841,member
RG-entry_year=2007,WARG3136,member
RG-entry_year=2007,WARG3137,member
RG-entry_year=2007,WARG3138,member
RG-entry_year=2007,WARG3139,member
RG-entry_year=2007,WARG3140,member
RG-entry_year=2007,WARG3141,member
RG-entry_year=2007,WARG3143,member
RG-entry_year=2007,WARG3144,member
RG-entry_year=2007,WARG3146,member
RG-entry_year=2007,WARG3147,member
RG-entry_year=2007,WARG3148,member
RG-entry_year=2007,WARG3149,member
RG-entry_year=2007,WARG3150,member
RG-entry_year=2007,WARG3151,member
RG-entry_year=2007,WARG3152,member
RG-entry_year=2007,WARG3153,member
RG-entry_year=2007,WARG3154,member
RG-entry_year=2007,WARG3155,member
RG-entry_year=2007,WARG3156,member
RG-entry_year=2007,WARG3157,member
RG-entry_year=2007,WARG3158,member
RG-entry_year=2007,WARG3159,member
RG-entry_year=2007,WARG3160,member
RG-entry_year=2007,WARG3161,member
RG-entry_year=2007,WARG3162,member
RG-entry_year=2007,WARG3163,member
RG-entry_year=2007,WARG3164,member
RG-entry_year=2007,WARG3165,member
RG-entry_year=2007,WARG3166,member
RG-entry_year=2007,WARG3296,member
RG-entry_year=2007,WARG3297,member
RG-entry_year=2007,WARG3298,member
RG-entry_year=2007,WARG3299,member
RG-entry_year=2007,WARG3300,member
RG-entry_year=2007,WARG3301,member
RG-entry_year=2007,WARG3302,member
RG-entry_year=2007,WARG3303,member
RG-entry_year=2007,WARG3304,member
RG-entry_year=2007,WARG3305,member
RG-entry_year=2007,WARG3306,member
RG-entry_year=2007,WARG3307,member
RG-entry_year=2007,WARG3308,member
RG-entry_year=2007,WARG3309,member
RG-entry_year=2007,WARG3604,member
RG-entry_year=2007,WARG3605,member
RG-entry_year=2007,WARG3606,member
RG-entry_year=2007,WARG3607,member
RG-entry_year=2007,WARG3608,member
RG-entry_year=2007,WARG3609,member
RG-entry_year=2007,WARG3610,member
RG-entry_year=2007,WARG3611,member
RG-entry_year=2007,WARG3612,member
RG-entry_year=2007,WARG3614,member
RG-entry_year=2007,WARG3615,member
RG-entry_year=2007,WARG3616,member
RG-entry_year=2007,WARG3617,member
RG-entry_year=2007,WARG3618,member
RG-entry_year=2007,WARG3619,member
RG-entry_year=2007,WARG3620,member
RG-entry_year=2007,WARG3621,member
RG-entry_year=2007,WARG3622,member
RG-entry_year=2007,WARG3623,member
RG-entry_year=2007,WARG3624,member
RG-entry_year=2007,WARG3625,member
RG-entry_year=2007,WARG3626,member
RG-entry_year=2007,WARG3627,member
RG-entry_year=2007,WARG3628,member
RG-entry_year=2007,WARG3629,member
RG-entry_year=2007,WARG3630,member
RG-entry_year=2007,WARG3631,member
RG-entry_year=2007,WARG3632,member
RG-entry_year=2007,WARG3633,member
RG-entry_year=2007,WARG3634,member
RG-entry_year=2007,WARG3764,member
RG-entry_year=2007,WARG3765,member
RG-entry_year=2007,WARG3766,member
RG-entry_year=2007,WARG3767,member
RG-entry_year=2007,WARG3768,member
RG-entry_year=2007,WARG3769,member
RG-entry_year=2007,WARG3770,member
RG-entry_year=2007,WARG3771,member
RG-entry_year=2007,WARG3772,member
RG-entry_year=2007,WARG3773,member
RG-entry_year=2007,WARG3774,member
RG-entry_year=2007,WARG3775,member
RG-entry_year=2007,WARG3776,member
RG-entry_year=2007,WARG3777,member
RG-entry_year=2007,WARG4072,member
RG-entry_year=2007,WARG4073,member
RG-entry_year=2007,WARG4074,member
RG-entry_year=2007,WARG4075,member
RG-entry_year=2007,WARG4076,member
RG-entry_year=2007,WARG4077,member
RG-entry_year=2007,WARG4078,member
RG-entry_year=2007,WARG4079,member
RG-entry_year=2007,WARG4080,member
RG-entry_year=2007,WARG4081,member
RG-entry_year=2007,WARG4082,member
RG-entry_year=2007,WARG4083,member
RG-entry_year=2007,WARG4084,member
RG-entry_year=2007,WARG4085,member
RG-entry_year=2007,WARG4086,member
RG-entry_year=2007,WARG4087,member
RG-entry_year=2007,WARG4088,member
RG-entry_year=2007,WARG4089,member
RG-entry_year=2007,WARG4090,member
RG-entry_year=2007,WARG4091,member
RG-entry_year=2007,WARG4092,member
RG-entry_year=2007,WARG4093,member
RG-entry_year=2007,WARG4094,member
RG-entry_year=2007,WARG4095,member
RG-entry_year=2007,WARG4096,member
RG-entry_year=2007,WARG4097,member
RG-entry_year=2007,WARG4098,member
RG-entry_year=2007,WARG4099,member
RG-entry_year=2007,WARG4100,member
RG-entry_year=2007,WARG4101,member
RG-entry_year=2007,WARG4102,member
RG-entry_year=2007,WARG4232,member
RG-entry_year=2007,WARG4233,member
RG-entry_year=2007,WARG4234,member
RG-entry_year=2007,WARG4235,member
RG-entry_year=2007,WARG4236,member
RG-entry_year=2007,WARG4237,member
RG-entry_year=2007,WARG4238,member
RG-entry_year=2007,WARG4239,member
RG-entry_year=2007,WARG4240,member
RG-entry_year=2007,WARG4241,member
RG-entry_year=2007,WARG4242,member
RG-entry_year=2007,WARG4243,member
RG-entry_year=2007,WARG4244,member
RG-entry_year=2007,WARG4245,member
RG-entry_year=2007,WARG4415,member
RG-entry_year=2007,WARG4540,member
RG-entry_year=2007,WARG4541,member
RG-entry_year=2007,WARG4542,member
RG-entry_year=2007,WARG4543,member
RG-entry_year=2007,WARG4544,member
RG-entry_year=2007,WARG4545,member
RG-entry_year=2007,WARG4546,member
RG-entry_year=2007,WARG4547,member
RG-entry_year=2007,WARG4548,member
RG-entry_year=2007,WARG4549,member
RG-entry_year=2007,WARG4550,member
RG-entry_year=2007,WARG4551,member
RG-entry_year=2007,WARG4552,member
RG-entry_year=2007,WARG4553,member
RG-entry_year=2007,WARG4554,member
RG-entry_year=2007,WARG4555,member
RG-entry_year=2007,WARG4556,member
RG-entry_year=2007,WARG4557,member
RG-entry_year=2007,WARG4558,member
RG-entry_year=2007,WARG4559,member
RG-entry_year=2007,WARG4560,member
RG-entry_year=2007,WARG4561,member
RG-entry_year=2007,WARG4562,member
RG-entry_year=2007,WARG4563,member
RG-entry_year=2007,WARG4564,member
RG-entry_year=2007,WARG4565,member
RG-entry_year=2007,WARG4566,member
RG-entry_year=2007,WARG4567,member
RG-entry_year=2007,WARG4568,member
RG-entry_year=2007,WARG4569,member
RG-entry_year=2007,WARG4570,member
RG-genre=argumentative,WARG0001,member
RG-genre=argumentative,WARG0002,member
RG-genre=argumentative,WARG0003,member
RG-genre=argumentative,WARG0004,member
RG-genre=argumentative,WARG0005,member
RG-genre=argumentative,WARG0006,member
RG-genre=argumentative,WARG0007,member
RG-genre=argumentative,WARG0008,member
RG-genre=argumentative,WARG0009,member
RG-genre=argumentative,WARG0010,member
RG-genre=argumentative,WARG0011,member
RG-genre=argumentative,WARG0012,member
RG-genre=argumentative,WARG0013,member
RG-genre=argumentative,WARG0014,member
RG-genre=argumentative,WARG0015,member
RG-genre=argumentative,WARG0016,member
RG-genre=argumentative,WARG0017,member
RG-genre=argumentative,WARG0018,member
RG-genre=argumentative,WARG0019,member
RG-genre=argumentative,WARG0020,member
RG-genre=argumentative,WARG0021,member
RG-genre=argumentative,WARG0022,member
RG-genre=argumentative,WARG0023,member
