relative_path,filename,extension,bytes,sha256,detected_encoding,encoding_status,corpus_component,text_variant,physical_status
SECCL20/AUDIO/TASK1/2003/03-162/03-162-25B.mp3,03-162-25B.mp3,.mp3,763323,2dfcb0129e9aef8d3c145709a6318ea8085a726a33ae8f21bc8346364590a26e,needs_review,needs_review,seccl_audio,,ok
SECCL20/AUDIO/TASK1/2003/03-162/03-162-26A.mp3,03-162-26A.mp3,.mp3,760293,c61f37ade70b7369e3c9728d4bb1dad5cfe072ef8965139f22bc31a52afe0d85,needs_review,needs_review,seccl_audio,,ok
SECCL20/AUDIO/TASK1/2003/03-162/03-162-27B.mp3,03-162-27B.mp3,.mp3,746709,116e2630792fd5f7f6c73334d04cc9b5284aac647260697b4f1977289eadd5b3,needs_review,needs_review,seccl_audio,,ok
SECCL20/AUDIO/TASK1/2003/03-162/03-162-28A.mp3,03-162-28A.mp3,.mp3,740335,dc937de13a7250755f3cc4ca93d4ffaace812fd1c810dcb1586fc5b956f38c11,needs_review,needs_review,seccl_audio,,ok
SECCL20/AUDIO/TASK1/2003/03-162/03-162-30B.mp3,03-162-30B.mp3,.mp3,786938,f39cfa8e13728b416a979aa1036441c88bf41ea3792fe8b95440869b368107da,needs_review,needs_review,seccl_audio,,ok
SECCL20/AUDIO/TASK1/2003/03-168/03-168-01B.mp3,03-168-01B.mp3,.mp3,797282,9cdba74fbc9a1689191741a07973fbf12a202c597f0f745004248d544a341e68,needs_review,needs_review,seccl_audio,,ok
SECCL20/AUDIO/TASK1/2003/03-168/03-168-02A.mp3,03-168-02A.mp3,.mp3,758934,6f1c9cbb2f79d67259e82d53d3263b85da738988cbd40b6040fa50ad5cfa5b3f,needs_review,needs_review,seccl_audio,,ok
SECCL20/AUDIO/TASK1/2003/03-168/03-168-04A.mp3,03-168-04A.mp3,.mp3,794461,f546c44cbcc7cd1b018988a61c85a3b291d668a60e7a8aa79f908b220266c8c6,needs_review,needs_review,seccl_audio,,ok
SECCL20/AUDIO/TASK1/2003/03-168/03-168-05B.mp3,03-168-05B.mp3,.mp3,662177,ee0896384aad6d9c03173cfa795ed39928bfc12b098a6d598f2f5dd825842395,needs_review,needs_review,seccl_audio,,ok
SECCL20/AUDIO/TASK1/2003/03-168/03-168-06A.mp3,03-168-06A.mp3,.mp3,778892,8c87f786174c756595af98f2489409bf39ff7f703ee8da5f848ad8a72287adef,needs_review,needs_review,seccl_audio,,ok
SECCL20/AUDIO/TASK1/2003/03-168/03-168-07B.mp3,03-168-07B.mp3,.mp3,784012,da52ede417d460728d02e12ea30f4aff8f9d82d158c82362a480a66d564cfefb,needs_review,needs_review,seccl_audio,,ok
SECCL20/AUDIO/TASK1/2003/03-168/03-168-08B.mp3,03-168-08B.mp3,.mp3,775548,299d3899e4e4464af08da2be94540f5f605d7958d4d67d8632614e21fc747e05,needs_review,needs_review,seccl_audio,,ok
SECCL20/AUDIO/TASK1/2003/03-168/03-168-09B.mp3,03-168-09B.mp3,.mp3,779728,1f18042ad0e4f930b076f9ea5c0982bd05a1c99246244490b0460980c488fe64,needs_review,needs_review,seccl_audio,,ok
