scope,kind,members,n,detail
weccl_lemma,exact_byte_duplicate,"WECCL20/LEMMA/WARG2255.txt,WECCL20/LEMMA/WARG4598.txt",2,identical sha256 db59dd83d96a0d72...
weccl_lemma,exact_byte_duplicate,"WECCL20/LEMMA/WARG3283.txt,WECCL20/LEMMA/WARG3673.txt",2,identical sha256 dbb820a6c5c82874...
weccl_lemma,exact_byte_duplicate,"WECCL20/LEMMA/WARG1322.txt,WECCL20/LEMMA/WARG2724.txt",2,identical sha256 dbe9ecc1084a55f7...
weccl_lemma,exact_byte_duplicate,"WECCL20/LEMMA/WARG3286.txt,WECCL20/LEMMA/WARG3676.txt",2,identical sha256 dee6a7b40ed3db58...
weccl_lemma,exact_byte_duplicate,"WECCL20/LEMMA/WARG0852.txt,WECCL20/LEMMA/WARG4129.txt",2,identical sha256 e0672c925635ae16...
weccl_lemma,exact_byte_duplicate,"WECCL20/LEMMA/WARG2258.txt,WECCL20/LEMMA/WARG3660.txt",2,identical sha256 e08b52cf2b7097f0...
weccl_lemma,exact_byte_duplicate,"WECCL20/LEMMA/WARG3295.txt,WECCL20/LEMMA/WARG4153.txt",2,identical sha256 e1fb2eff08db9a53...
weccl_lemma,exact_byte_duplicate,"WECCL20/LEMMA/WARG1888.txt,WECCL20/LEMMA/WARG2746.txt",2,identical sha256 e8c9ceda7bbe6295...
weccl_lemma,exact_byte_duplicate,"WECCL20/LEMMA/WARG4221.txt,WECCL20/LEMMA/WARG4611.txt",2,identical sha256 e8efe67c3a94cd3a...
weccl_lemma,exact_byte_duplicate,"WECCL20/LEMMA/WARG0404.txt,WECCL20/LEMMA/WARG4226.txt",2,identical sha256 e9c1a26d65676774...
weccl_lemma,exact_byte_duplicate,"WECCL20/LEMMA/WARG0938.txt,WECCL20/LEMMA/WARG1328.txt",2,identical sha256 ecc78ef9d2006b91...
weccl_lemma,exact_byte_duplicate,"WECCL20/LEMMA/WARG0473.txt,WECCL20/LEMMA/WARG0863.txt",2,identical sha256 ed63a2c49c022238...
weccl_lemma,exact_byte_duplicate,"WECCL20/LEMMA/WARG0854.txt,WECCL20/LEMMA/WARG2256.txt",2,identical sha256 f1e03dd04430b78b...
weccl_lemma,exact_byte_duplicate,"WECCL20/LEMMA/WARG4225.txt,WECCL20/LEMMA/WARG4615.txt",2,identical sha256 f4a893ac0cfc28eb...
weccl_lemma,exact_byte_duplicate,"WECCL20/LEMMA/WARG1411.txt,WECCL20/LEMMA/WARG1801.txt",2,identical sha256 f7470beb4d843283...
weccl_lemma,exact_byte_duplicate,"WECCL20/LEMMA/WARG1790.txt,WECCL20/LEMMA/WARG3192.txt",2,identical sha256 f9f7e285724ceb19...
weccl_lemma,exact_byte_duplicate,"WECCL20/LEMMA/WARG0008.txt,WECCL20/LEMMA/WARG0398.txt",2,identical sha256 fde837b85038a3f1...
weccl_lemma,exact_byte_duplicate,"WECCL20/LEMMA/WARG0406.txt,WECCL20/LEMMA/WARG4228.txt",2,identical sha256 fefef480206d41b3...
weccl_raw,exact_byte_duplicate,"WECCL20/RAW/WARG0885.txt,WECCL20/RAW/WARG3693.txt",2,identical sha256 083e3392f526fcd9...
weccl_raw,exact_byte_duplicate,"WECCL20/RAW/WARG0854.txt,WECCL20/RAW/WARG2256.txt",2,identical sha256 0a06bda6a9cefaeb...
weccl_raw,exact_byte_duplicate,"WECCL20/RAW/WARG2255.txt,WECCL20/RAW/WARG4598.txt",2,identical sha256 72acf2eb6e6279f2...
weccl_raw,exact_byte_duplicate,"WECCL20/RAW/WARG2257.txt,WECCL20/RAW/WARG3659.txt",2,identical sha256 7d2d14f157ab8c94...
weccl_raw,exact_byte_duplicate,"WECCL20/RAW/WARG2726.txt,WECCL20/RAW/WARG4128.txt",2,identical sha256 935d2a7edb7b7b4b...
weccl_raw,exact_byte_duplicate,"WECCL20/RAW/WARG0852.txt,WECCL20/RAW/WARG4129.txt",2,identical sha256 9e53579a12b46a6b...
weccl_raw,exact_byte_duplicate,"WECCL20/RAW/WARG3193.txt,WECCL20/RAW/WARG4595.txt",2,identical sha256 aa9899b625d76f56...
weccl_raw,exact_byte_duplicate,"WECCL20/RAW/WARG0383.txt,WECCL20/RAW/WARG3661.txt",2,identical sha256 d59d1404b527c932...
weccl_raw,exact_byte_duplicate,"WECCL20/RAW/WARG0378.txt,WECCL20/RAW/WARG4122.txt",2,identical sha256 eb281fed630285cf...
weccl_raw,exact_byte_duplicate,"WECCL20/RAW/WARG2725.txt,WECCL20/RAW/WARG4127.txt",2,identical sha256 f7387fed281ae22f...
weccl_raw,exact_byte_duplicate,"WECCL20/RAW/WARG3194.txt,WECCL20/RAW/WARG4596.txt",2,identical sha256 f86fe47cf0ae81a3...
weccl_raw,exact_byte_duplicate,"WECCL20/RAW/WARG0384.txt,WECCL20/RAW/WARG3662.txt",2,identical sha256 fa88d7cde636d3a6...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG3761.txt,WECCL20/TAGGED/WARG4619.txt",2,identical sha256 00ed19b282e81ae0...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG0854.txt,WECCL20/TAGGED/WARG2256.txt",2,identical sha256 01bed139a5c82142...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG2354.txt,WECCL20/TAGGED/WARG2744.txt",2,identical sha256 029a78cab5b47a53...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG0487.txt,WECCL20/TAGGED/WARG1345.txt",2,identical sha256 02fa5b632a5ca1ce...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG0480.txt,WECCL20/TAGGED/WARG0870.txt",2,identical sha256 0592a7fa15a8f03c...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG2822.txt,WECCL20/TAGGED/WARG3212.txt",2,identical sha256 09a48575a33b4ab1...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG3667.txt,WECCL20/TAGGED/WARG3745.txt",2,identical sha256 09b9b27a5875c4c1...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG2821.txt,WECCL20/TAGGED/WARG3211.txt",2,identical sha256 0b198a7fa69fcd91...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG2343.txt,WECCL20/TAGGED/WARG2733.txt",2,identical sha256 0b5d586ab35e873b...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG4221.txt,WECCL20/TAGGED/WARG4611.txt",2,identical sha256 0b8102347b785c53...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG0956.txt,WECCL20/TAGGED/WARG1814.txt",2,identical sha256 0c22b78d4dc3f3f0...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG1890.txt,WECCL20/TAGGED/WARG2748.txt",2,identical sha256 0d08d0ffcced4ca8...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG1322.txt,WECCL20/TAGGED/WARG2724.txt",2,identical sha256 1072e5e65c51d0f4...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG2827.txt,WECCL20/TAGGED/WARG3685.txt",2,identical sha256 1196e6af8304dd59...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG1790.txt,WECCL20/TAGGED/WARG3192.txt",2,identical sha256 12376c4eba67385d...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG3292.txt,WECCL20/TAGGED/WARG4150.txt",2,identical sha256 133d43c5cf2bb32b...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG0949.txt,WECCL20/TAGGED/WARG1339.txt",2,identical sha256 190cd2506e187a17...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG3283.txt,WECCL20/TAGGED/WARG3673.txt",2,identical sha256 19b6a35552ceea32...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG1408.txt,WECCL20/TAGGED/WARG1798.txt",2,identical sha256 1e501f7f5a423031...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG3762.txt,WECCL20/TAGGED/WARG4620.txt",2,identical sha256 20a4d89decd019cd...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG3755.txt,WECCL20/TAGGED/WARG4145.txt",2,identical sha256 21aa4766266c012e...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG4216.txt,WECCL20/TAGGED/WARG4606.txt",2,identical sha256 2f264b371dfda4e7...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG0011.txt,WECCL20/TAGGED/WARG0401.txt",2,identical sha256 30b726d67e6a08f9...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG0391.txt,WECCL20/TAGGED/WARG0470.txt",2,identical sha256 30f843156b21d6fe...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG1879.txt,WECCL20/TAGGED/WARG2269.txt",2,identical sha256 31c34db80edd8e16...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG3193.txt,WECCL20/TAGGED/WARG4595.txt",2,identical sha256 3e2a7f44070fa893...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG0475.txt,WECCL20/TAGGED/WARG0865.txt",2,identical sha256 41bf46c5dd53d054...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG0383.txt,WECCL20/TAGGED/WARG3661.txt",2,identical sha256 422c6e2f34d1f5f9...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG0008.txt,WECCL20/TAGGED/WARG0398.txt",2,identical sha256 424c83271e77fc7a...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG0013.txt,WECCL20/TAGGED/WARG0403.txt",2,identical sha256 439e0734b125917b...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG2258.txt,WECCL20/TAGGED/WARG3660.txt",2,identical sha256 44aa339e0e3fe6f7...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG3280.txt,WECCL20/TAGGED/WARG3670.txt",2,identical sha256 46a3e6355f61257c...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG2348.txt,WECCL20/TAGGED/WARG2738.txt",2,identical sha256 46f8d9dd5205921a...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG2820.txt,WECCL20/TAGGED/WARG3210.txt",2,identical sha256 49ccedd65187eef4...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG2344.txt,WECCL20/TAGGED/WARG2734.txt",2,identical sha256 4e476797623ada0b...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG0482.txt,WECCL20/TAGGED/WARG0872.txt",2,identical sha256 4f79d3c7d1735600...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG1423.txt,WECCL20/TAGGED/WARG2281.txt",2,identical sha256 50d3fd78d5ef0ba1...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG0018.txt,WECCL20/TAGGED/WARG0877.txt",2,identical sha256 54245006848aad0a...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG3749.txt,WECCL20/TAGGED/WARG4139.txt",2,identical sha256 5a9da15df66e7bce...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG3278.txt,WECCL20/TAGGED/WARG3668.txt",2,identical sha256 5cf463ac5c3cd03f...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG1321.txt,WECCL20/TAGGED/WARG2723.txt",2,identical sha256 63540e050e727e37...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG2825.txt,WECCL20/TAGGED/WARG3683.txt",2,identical sha256 65e300293f7a6b7b...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG2814.txt,WECCL20/TAGGED/WARG3204.txt",2,identical sha256 6673c91ba85cb624...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG0014.txt,WECCL20/TAGGED/WARG0873.txt",2,identical sha256 67c08b0a89098ae7...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG3194.txt,WECCL20/TAGGED/WARG4596.txt",2,identical sha256 6a6aa48c06d29219...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG2346.txt,WECCL20/TAGGED/WARG2736.txt",2,identical sha256 7a6b91148f3c5f6d...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG1412.txt,WECCL20/TAGGED/WARG1802.txt",2,identical sha256 7b38b63b7a715c5b...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG1415.txt,WECCL20/TAGGED/WARG1805.txt",2,identical sha256 7b56c762f955612f...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG2257.txt,WECCL20/TAGGED/WARG3659.txt",2,identical sha256 7bc57d6c9a22be4b...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG2358.txt,WECCL20/TAGGED/WARG3216.txt",2,identical sha256 7de820e885cee672...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG4225.txt,WECCL20/TAGGED/WARG4615.txt",2,identical sha256 806e57a498a12b82...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG3287.txt,WECCL20/TAGGED/WARG3677.txt",2,identical sha256 85ac7989e69ed48d...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG0404.txt,WECCL20/TAGGED/WARG4226.txt",2,identical sha256 86e88655fa0973cd...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG3295.txt,WECCL20/TAGGED/WARG4153.txt",2,identical sha256 88c5802342b44a6c...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG1411.txt,WECCL20/TAGGED/WARG1801.txt",2,identical sha256 898f03dfe8ac1182...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG3294.txt,WECCL20/TAGGED/WARG4152.txt",2,identical sha256 8c0c3edeb305edad...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG1416.txt,WECCL20/TAGGED/WARG1806.txt",2,identical sha256 947da6bceadedbd0...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG2255.txt,WECCL20/TAGGED/WARG4598.txt",2,identical sha256 a06dc8d7bc9705c4...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG4218.txt,WECCL20/TAGGED/WARG4608.txt",2,identical sha256 a69f58b66aa39953...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG4219.txt,WECCL20/TAGGED/WARG4609.txt",2,identical sha256 a90c9f72e8ff1b7a...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG0406.txt,WECCL20/TAGGED/WARG4228.txt",2,identical sha256 a99f2fc943041ee4...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG4217.txt,WECCL20/TAGGED/WARG4607.txt",2,identical sha256 a9f30872e2eadc3b...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG0941.txt,WECCL20/TAGGED/WARG1331.txt",2,identical sha256 ab9958d2f9b21301...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG1413.txt,WECCL20/TAGGED/WARG1803.txt",2,identical sha256 ac9ee109e3f33bd2...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG0485.txt,WECCL20/TAGGED/WARG1343.txt",2,identical sha256 aebcf95ebe7bda6d...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG3291.txt,WECCL20/TAGGED/WARG4149.txt",2,identical sha256 b2a7df224b1b661c...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG2347.txt,WECCL20/TAGGED/WARG2737.txt",2,identical sha256 b3d27c7138174ab9...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG2819.txt,WECCL20/TAGGED/WARG3209.txt",2,identical sha256 b57865c7bb90f6f4...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG3758.txt,WECCL20/TAGGED/WARG4148.txt",2,identical sha256 bd8021ae1a891cc4...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG4135.txt,WECCL20/TAGGED/WARG4213.txt",2,identical sha256 bfb3f80dc135dbc0...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG2811.txt,WECCL20/TAGGED/WARG3201.txt",2,identical sha256 bfd2b95614720d2f...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG0665.txt,WECCL20/TAGGED/WARG1127.txt",2,identical sha256 bfde4635c066b017...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG3284.txt,WECCL20/TAGGED/WARG3674.txt",2,identical sha256 c7ae48551e401a64...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG3286.txt,WECCL20/TAGGED/WARG3676.txt",2,identical sha256 c8417adb96fdd2fc...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG2263.txt,WECCL20/TAGGED/WARG2341.txt",2,identical sha256 c853ce92949165b4...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG1409.txt,WECCL20/TAGGED/WARG1799.txt",2,identical sha256 c9305662a85d42c3...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG0885.txt,WECCL20/TAGGED/WARG3693.txt",2,identical sha256 cc52ad62bc8e499e...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG0006.txt,WECCL20/TAGGED/WARG0396.txt",2,identical sha256 d080ce2d7cf43a6a...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG0938.txt,WECCL20/TAGGED/WARG1328.txt",2,identical sha256 d0c4b3cd8fc4d796...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG0852.txt,WECCL20/TAGGED/WARG4129.txt",2,identical sha256 d1bd7ae2e9fc83ff...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG2731.txt,WECCL20/TAGGED/WARG2809.txt",2,identical sha256 d336ead3413fad57...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG0384.txt,WECCL20/TAGGED/WARG3662.txt",2,identical sha256 d44aa69254ac3225...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG3763.txt,WECCL20/TAGGED/WARG4621.txt",2,identical sha256 daef914c94924497...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG1418.txt,WECCL20/TAGGED/WARG1808.txt",2,identical sha256 db3cd64b0805f461...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG4215.txt,WECCL20/TAGGED/WARG4605.txt",2,identical sha256 dd3e15d4abe26827...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG2826.txt,WECCL20/TAGGED/WARG3684.txt",2,identical sha256 deb8a76f58825250...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG0385.txt,WECCL20/TAGGED/WARG1788.txt",2,identical sha256 df6249e61364d966...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG1887.txt,WECCL20/TAGGED/WARG2745.txt",2,identical sha256 dfb23df17247e271...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG2726.txt,WECCL20/TAGGED/WARG4128.txt",2,identical sha256 e1388dc8eed10d57...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG1422.txt,WECCL20/TAGGED/WARG2280.txt",2,identical sha256 e1497b33166099ac...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG3293.txt,WECCL20/TAGGED/WARG4151.txt",2,identical sha256 e2ec25aa4637d9f4...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG2816.txt,WECCL20/TAGGED/WARG3206.txt",2,identical sha256 e35dd17339ca2c83...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG2725.txt,WECCL20/TAGGED/WARG4127.txt",2,identical sha256 e7a8e0306cd57785...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG1876.txt,WECCL20/TAGGED/WARG2266.txt",2,identical sha256 eae13716cf21b1f5...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG3290.txt,WECCL20/TAGGED/WARG3680.txt",2,identical sha256 eed79ea4cf132108...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG0378.txt,WECCL20/TAGGED/WARG4122.txt",2,identical sha256 ef9050923548e7ea...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG0474.txt,WECCL20/TAGGED/WARG0864.txt",2,identical sha256 f052600ac50b174f...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG0017.txt,WECCL20/TAGGED/WARG0876.txt",2,identical sha256 f2c6a38db6de4ae7...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG1888.txt,WECCL20/TAGGED/WARG2746.txt",2,identical sha256 f3330145b1ac6a19...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG0945.txt,WECCL20/TAGGED/WARG1335.txt",2,identical sha256 f8839c0d53b5cdad...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG1880.txt,WECCL20/TAGGED/WARG2270.txt",2,identical sha256 f8ae364845bc112e...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG1884.txt,WECCL20/TAGGED/WARG2274.txt",2,identical sha256 fbe018e95c2c65d5...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG3279.txt,WECCL20/TAGGED/WARG3669.txt",2,identical sha256 fdeb31fcbfd16729...
weccl_tagged,exact_byte_duplicate,"WECCL20/TAGGED/WARG4214.txt,WECCL20/TAGGED/WARG4604.txt",2,identical sha256 fe3892babcc89545...
