transcript_id,source_relative_path,source_sha256,exam,task_folder,task_no,year_folder,year_tag,group_folder,grade,rank,role_in_task3,header_raw,metadata_status
03-130-01A,SECCL20/TEXTS/TASK1/2003/03-130/03-130-01A.txt,acf471a87c0aae074f25bde866593154d644357b54c197e26ff6b4dec1519f9f,TEM4,TASK1,1,2003,2003,03-130,2,3,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP130><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=3>",parsed
03-130-02B,SECCL20/TEXTS/TASK1/2003/03-130/03-130-02B.txt,d04cf1a595b75c57eaddc87ea9f79206e2da65e962694ebec8d956cffaa15d5d,TEM4,TASK1,1,2003,2003,03-130,2,1,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP130><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=F, M><RANK=1>",parsed
03-130-03A,SECCL20/TEXTS/TASK1/2003/03-130/03-130-03A.txt,1a6f8177cd023bc1913e0e3b6b5a1c5da625f9d46756cc43e0f96fc3e54c7ce5,TEM4,TASK1,1,2003,2003,03-130,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP130><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, M><RANK=2>",parsed
03-130-04B,SECCL20/TEXTS/TASK1/2003/03-130/03-130-04B.txt,9aa3e3fc5b25df27df8eda3756ba17a9ecb13ccd0594d358caf561ff5451319d,TEM4,TASK1,1,2003,2003,03-130,2,3,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP130><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=3>",parsed
03-130-05B,SECCL20/TEXTS/TASK1/2003/03-130/03-130-05B.txt,75ee8db646535e3a2c97fd3f3b80d43aa8091d19dd073c598bc594d1de1e20e1,TEM4,TASK1,1,2003,2003,03-130,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP130><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
03-130-06A,SECCL20/TEXTS/TASK1/2003/03-130/03-130-06A.txt,754283b67081174885965021a3d4173db8b9bcbdb456504a7d2a1cc06498c960,TEM4,TASK1,1,2003,2003,03-130,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP130><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
03-130-07B,SECCL20/TEXTS/TASK1/2003/03-130/03-130-07B.txt,7f0c5c32ec0dcb3e6ae08549b6303ad4b2bda47110dd6e621732466ad84ac7b8,TEM4,TASK1,1,2003,2003,03-130,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP130><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, M><RANK=2>",parsed
03-130-08B,SECCL20/TEXTS/TASK1/2003/03-130/03-130-08B.txt,2dcb68d4fc0bb2cd61639a381a1352d17076d56ff6eb8fae2e180dcf11f599cb,TEM4,TASK1,1,2003,2003,03-130,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP130><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, M><RANK=2>",parsed
03-130-09A,SECCL20/TEXTS/TASK1/2003/03-130/03-130-09A.txt,ba5719e6dc4f9258211ea0fdc7ba220c825546327c424bf40dcc008d15f307d5,TEM4,TASK1,1,2003,2003,03-130,2,1,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP130><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=F, M><RANK=1>",parsed
03-130-10B,SECCL20/TEXTS/TASK1/2003/03-130/03-130-10B.txt,90e81189c29da03d798d6facafdec4a60c7b0c79402c52ce74cab24374a53dd1,TEM4,TASK1,1,2003,2003,03-130,2,3,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP130><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=3>",parsed
03-130-11B,SECCL20/TEXTS/TASK1/2003/03-130/03-130-11B.txt,ff7b0bd57e1ee036e93d54f2738ee8f73c38ad0f6c0fb29efa1b605fd3d2ad71,TEM4,TASK1,1,2003,2003,03-130,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP130><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, M><RANK=2>",parsed
03-130-12A,SECCL20/TEXTS/TASK1/2003/03-130/03-130-12A.txt,eb4a44690c2662767870c3250d6d3939ea11781613a233bc2df00a9a6d627517,TEM4,TASK1,1,2003,2003,03-130,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP130><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
03-130-13A,SECCL20/TEXTS/TASK1/2003/03-130/03-130-13A.txt,1130d4ca972939be37e99aa4f51e6ff4dd60000f7d2bdd79bf425df5331b7eca,TEM4,TASK1,1,2003,2003,03-130,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP130><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
03-130-14A,SECCL20/TEXTS/TASK1/2003/03-130/03-130-14A.txt,336bd99bdd8e307697963f0f15b43da59d087cd3d280170e62bb3bc165a5c9f4,TEM4,TASK1,1,2003,2003,03-130,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP130><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, F><RANK=2>",parsed
03-130-15B,SECCL20/TEXTS/TASK1/2003/03-130/03-130-15B.txt,8e7aa24cc21878e74b699dc60718533bc18742c4d05d20c7306f825af173280a,TEM4,TASK1,1,2003,2003,03-130,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP130><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, M><RANK=2>",parsed
03-130-16A,SECCL20/TEXTS/TASK1/2003/03-130/03-130-16A.txt,76e07dc415d8653b818ec4c880cc619492358d30add42d1c157a13b89b2af0d6,TEM4,TASK1,1,2003,2003,03-130,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP130><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, M><RANK=2>",parsed
03-130-17A,SECCL20/TEXTS/TASK1/2003/03-130/03-130-17A.txt,c72ecf6d38fc66b4d5514b5469e27ac16a896757e76ce41b23e4fd5020f12f84,TEM4,TASK1,1,2003,2003,03-130,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP130><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
03-130-18A,SECCL20/TEXTS/TASK1/2003/03-130/03-130-18A.txt,50f1162a18fae7d04074cf851b5851dc3b8ab4d752da2023b2c5673f76c86938,TEM4,TASK1,1,2003,2003,03-130,2,1,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP130><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=1>",parsed
03-130-19B,SECCL20/TEXTS/TASK1/2003/03-130/03-130-19B.txt,c0f997090ba8134fe60676d867b9dd8d8f2abbb7bf6e433a9d4cf5b14cff4448,TEM4,TASK1,1,2003,2003,03-130,2,1,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP130><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=1>",parsed
03-130-20B,SECCL20/TEXTS/TASK1/2003/03-130/03-130-20B.txt,4012270be1e7fccb0a99dbca248d39c9193c323840d77df6709ec56616eedc53,TEM4,TASK1,1,2003,2003,03-130,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP130><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
03-130-21B,SECCL20/TEXTS/TASK1/2003/03-130/03-130-21B.txt,554581b2d05b1bdc4f4bbce58eb6a005fd3d095a6092416067b8143346bf3190,TEM4,TASK1,1,2003,2003,03-130,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP130><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=M, F><RANK=2>",parsed
03-130-22B,SECCL20/TEXTS/TASK1/2003/03-130/03-130-22B.txt,2fd9e2998e3c7d466cf0fdfdbb5bda69e9d8dc6bb61cae8183cf3d0d3fc89d98,TEM4,TASK1,1,2003,2003,03-130,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP130><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, M><RANK=2>",parsed
03-130-23A,SECCL20/TEXTS/TASK1/2003/03-130/03-130-23A.txt,5b1c49c5f9e18115971d95b33ba044668ce7bd48761d0a3ae2b86b8a7349a130,TEM4,TASK1,1,2003,2003,03-130,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP130><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
03-130-24B,SECCL20/TEXTS/TASK1/2003/03-130/03-130-24B.txt,c16657b872cc0c86071734178ab69314980f95d1ec17a803273e1461a695a508,TEM4,TASK1,1,2003,2003,03-130,2,1,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP130><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=1>",parsed
03-130-25A,SECCL20/TEXTS/TASK1/2003/03-130/03-130-25A.txt,df4c2c440aee4b528164aa3103ae0758f7fe1291d5b2539e747932795edc4907,TEM4,TASK1,1,2003,2003,03-130,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP130><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, F><RANK=2>",parsed
03-130-26B,SECCL20/TEXTS/TASK1/2003/03-130/03-130-26B.txt,d939548c007bad2272d30b6f132f7f5761f8c1977f7969e6fc0d241385ede00a,TEM4,TASK1,1,2003,2003,03-130,2,3,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP130><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=3>",parsed
03-130-27A,SECCL20/TEXTS/TASK1/2003/03-130/03-130-27A.txt,191eabea93f04327890c1e6849108e1546dcf6ad9627ef96ceb27bb1a2c26583,TEM4,TASK1,1,2003,2003,03-130,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP130><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
03-130-28A,SECCL20/TEXTS/TASK1/2003/03-130/03-130-28A.txt,746832f5c8cb27a639b0b8597944521c577e99082c17c78518f6dc5640b697bb,TEM4,TASK1,1,2003,2003,03-130,2,1,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP130><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=1>",parsed
03-130-29A,SECCL20/TEXTS/TASK1/2003/03-130/03-130-29A.txt,4dca81d6ba5148ec276209bc084db5614091d17a94229dc43acde88f82c06a9c,TEM4,TASK1,1,2003,2003,03-130,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP130><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
03-130-30A,SECCL20/TEXTS/TASK1/2003/03-130/03-130-30A.txt,1cf8a01bda2dc1eee8cf28156b54fba8d848fd9f4169b80778ff085bffcf04df,TEM4,TASK1,1,2003,2003,03-130,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP130><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
03-131-01A,SECCL20/TEXTS/TASK1/2003/03-131/03-131-01A.txt,6dd4d5c00b1f3c4a4c8355ed218a2292643a8b0e168431fd4143392662c12b3a,TEM4,TASK1,1,2003,2003,03-131,2,1,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP131><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=1>",parsed
03-131-02A,SECCL20/TEXTS/TASK1/2003/03-131/03-131-02A.txt,c7c34debe79571c0f7f96919f82bd6d419a74ab2f223f9cb1816de6e6f7da2bd,TEM4,TASK1,1,2003,2003,03-131,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP131><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, M><RANK=2>",parsed
03-131-03B,SECCL20/TEXTS/TASK1/2003/03-131/03-131-03B.txt,620d1d526880fb3325d7b18a57788f0d94da98ac41bde27b34eee62bd9b7a49f,TEM4,TASK1,1,2003,2003,03-131,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP131><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, M><RANK=2>",parsed
03-131-04B,SECCL20/TEXTS/TASK1/2003/03-131/03-131-04B.txt,991efa267fcdbf577c060a925a74545e60bb70bc23cb743860ee18472540169d,TEM4,TASK1,1,2003,2003,03-131,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP131><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
03-131-06B,SECCL20/TEXTS/TASK1/2003/03-131/03-131-06B.txt,34e18adead9698b1af4648ce668408c72b12b6bcb9fe3e72ca958a0aff4208ae,TEM4,TASK1,1,2003,2003,03-131,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP131><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
03-131-07B,SECCL20/TEXTS/TASK1/2003/03-131/03-131-07B.txt,31c70b6aa15aa11d9a130765f46c43f0833f0b18300af585213d76f47097eef4,TEM4,TASK1,1,2003,2003,03-131,2,1,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP131><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, M><RANK=1>",parsed
03-131-08A,SECCL20/TEXTS/TASK1/2003/03-131/03-131-08A.txt,e6e6e4c13d0504cecb5f5f065cfd8b8b883d1e6d37473ad5a455a11a3d5d41bd,TEM4,TASK1,1,2003,2003,03-131,2,3,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP131><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=3>",parsed
03-131-09A,SECCL20/TEXTS/TASK1/2003/03-131/03-131-09A.txt,4b50612cc2771ab0587abec11d65f2dcc8b500f0dde3dfb62ae89cf3a6d1438b,TEM4,TASK1,1,2003,2003,03-131,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP131><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, M><RANK=2>",parsed
03-131-10A,SECCL20/TEXTS/TASK1/2003/03-131/03-131-10A.txt,df154ae45cc7dbb3df5f0bdf98517ef239a992c6343f7fabb8e971a4bf5813ea,TEM4,TASK1,1,2003,2003,03-131,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP131><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
03-131-13B,SECCL20/TEXTS/TASK1/2003/03-131/03-131-13B.txt,a0a2eedd119d649d13610a04d1b58377007ecc56226c903bc477a56c145bd38a,TEM4,TASK1,1,2003,2003,03-131,2,1,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP131><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=1>",parsed
03-131-14A,SECCL20/TEXTS/TASK1/2003/03-131/03-131-14A.txt,de58fbb04dcc633fc2dd72242fb652eb230e6580df69d671e68c77584f4ce82c,TEM4,TASK1,1,2003,2003,03-131,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP131><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, M><RANK=2>",parsed
03-131-16B,SECCL20/TEXTS/TASK1/2003/03-131/03-131-16B.txt,6db6bea9f9c781ec5fcf7d43b150ca133ec4afaba5e5ba0923c4a78b1efb2b6d,TEM4,TASK1,1,2003,2003,03-131,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP131><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
03-131-18A,SECCL20/TEXTS/TASK1/2003/03-131/03-131-18A.txt,831e29d23d49f502e12d92941f2dd0f883f586d3c9c86694362569bc6dbc6380,TEM4,TASK1,1,2003,2003,03-131,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP131><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
03-131-19B,SECCL20/TEXTS/TASK1/2003/03-131/03-131-19B.txt,5f3501bf720109f7530b226878e10238a1436055e9d3f8af5ab1a4bb8e8e2326,TEM4,TASK1,1,2003,2003,03-131,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP131><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
03-131-20B,SECCL20/TEXTS/TASK1/2003/03-131/03-131-20B.txt,dfd4ff8269607fcefa9892e99684dc3711d268bffd693bfd81dfc171202ecf9d,TEM4,TASK1,1,2003,2003,03-131,2,3,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP131><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=F, M><RANK=3>",parsed
03-131-21A,SECCL20/TEXTS/TASK1/2003/03-131/03-131-21A.txt,ecb7cc379f087eff99a3dd9513303d55544ee92178e2d2e4f3e362f10e3e68ee,TEM4,TASK1,1,2003,2003,03-131,2,1,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP131><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=1>",parsed
03-131-22A,SECCL20/TEXTS/TASK1/2003/03-131/03-131-22A.txt,4ea902b4014722a2cc9ac2a3be282e28201ac42dc90dd8443d539ee37773526b,TEM4,TASK1,1,2003,2003,03-131,2,1,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP131><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=1>",parsed
03-131-25B,SECCL20/TEXTS/TASK1/2003/03-131/03-131-25B.txt,181d03b964822bb4a02fec23f963c7120144e5b79fc43afa84954aa08fad31d1,TEM4,TASK1,1,2003,2003,03-131,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP131><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
03-131-26B,SECCL20/TEXTS/TASK1/2003/03-131/03-131-26B.txt,9bd1602dc24c87341d6a2ba96dac15cc4f39a7a5e9373b110439a6ce90bf09df,TEM4,TASK1,1,2003,2003,03-131,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP131><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, M><RANK=2>",parsed
03-131-27B,SECCL20/TEXTS/TASK1/2003/03-131/03-131-27B.txt,45de0b056a94f16c5ab93661b2b5f7fcd5ce0a75b2ed15e1562a7b6792d82082,TEM4,TASK1,1,2003,2003,03-131,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP131><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
03-131-28A,SECCL20/TEXTS/TASK1/2003/03-131/03-131-28A.txt,4a8278b177119d67f1821426e22f4452838bf873c63a4e5b55e2d9dee3a71460,TEM4,TASK1,1,2003,2003,03-131,2,1,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP131><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=1>",parsed
03-131-29B,SECCL20/TEXTS/TASK1/2003/03-131/03-131-29B.txt,522107e646c7ba729f9f7efcb62733736d113a338afdef06116e4bc4614f73a5,TEM4,TASK1,1,2003,2003,03-131,2,1,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP131><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=1>",parsed
03-131-30A,SECCL20/TEXTS/TASK1/2003/03-131/03-131-30A.txt,2e541be66f8b35b78c529e2b21361423c02fcf0b4a8e896c71194b2cc9c2f123,TEM4,TASK1,1,2003,2003,03-131,2,1,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP131><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=1>",parsed
03-160-01A,SECCL20/TEXTS/TASK1/2003/03-160/03-160-01A.txt,3c7e7074b3b7c2fc1296c5974fd28aed2fc6115c928d4ef33ec9425c173d83fd,TEM4,TASK1,1,2003,2003,03-160,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP160><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
03-160-02A,SECCL20/TEXTS/TASK1/2003/03-160/03-160-02A.txt,cf77e08fe900d36b136d82f5aee14b48d083056ff973725a141d50e9e89cab7b,TEM4,TASK1,1,2003,2003,03-160,2,1,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP160><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, M><RANK=1>",parsed
03-160-03A,SECCL20/TEXTS/TASK1/2003/03-160/03-160-03A.txt,50e29446463c9ec816c3866ea1860f2115db6ebf25f515fe7b5af0c6f0d54d3f,TEM4,TASK1,1,2003,2003,03-160,2,1,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP160><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, F><RANK=1>",parsed
03-160-04B,SECCL20/TEXTS/TASK1/2003/03-160/03-160-04B.txt,0e5a5a5bde297523027cfb3b79ba5da8aeeab4ba7ab2d430451d607ebb282af4,TEM4,TASK1,1,2003,2003,03-160,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP160><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
03-160-05B,SECCL20/TEXTS/TASK1/2003/03-160/03-160-05B.txt,dae81c378313da4289f8f57ef490ccccc0677c8f4b1b0ede01daec59a1b6f1d7,TEM4,TASK1,1,2003,2003,03-160,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP160><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
03-160-06B,SECCL20/TEXTS/TASK1/2003/03-160/03-160-06B.txt,3a99acb70638f9979a7b909094d384b2554d8832bf9f3cee40c88f6c092281e0,TEM4,TASK1,1,2003,2003,03-160,2,1,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP160><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=1>",parsed
03-160-07A,SECCL20/TEXTS/TASK1/2003/03-160/03-160-07A.txt,5974537f3ae1e269569924bfd6e4b613684463d6b52bc409ff1948cd68132ea5,TEM4,TASK1,1,2003,2003,03-160,2,1,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP160><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=1>",parsed
03-160-09A,SECCL20/TEXTS/TASK1/2003/03-160/03-160-09A.txt,e87459a03342e35b537c926cd04a1faaee429eebedc896e03f198727fda805a3,TEM4,TASK1,1,2003,2003,03-160,2,1,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP160><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=1>",parsed
03-160-10B,SECCL20/TEXTS/TASK1/2003/03-160/03-160-10B.txt,679bac40930c4f60d142c8d9a63349f5875fd0b183cda50a8b1e721392739987,TEM4,TASK1,1,2003,2003,03-160,2,1,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP160><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=1>",parsed
03-160-11A,SECCL20/TEXTS/TASK1/2003/03-160/03-160-11A.txt,38fa082755821886a6faf05338904ecea896e57e3cfaa589bfd2507a1684a046,TEM4,TASK1,1,2003,2003,03-160,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP160><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
03-160-12A,SECCL20/TEXTS/TASK1/2003/03-160/03-160-12A.txt,2cd9d7dffd90deb0f6568be97da53fa22e5e494c0ac39a0058a41dbeed70beaa,TEM4,TASK1,1,2003,2003,03-160,2,1,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP160><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=1>",parsed
03-160-13A,SECCL20/TEXTS/TASK1/2003/03-160/03-160-13A.txt,948bb60e311c44148fede6fc0c23d58c74a79c267db7bf038441aa5687685ab9,TEM4,TASK1,1,2003,2003,03-160,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP160><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
03-160-14B,SECCL20/TEXTS/TASK1/2003/03-160/03-160-14B.txt,2a9b2dcc94aaf13d66ad21b0217036bf69902e06220fa871df42a931a09d3849,TEM4,TASK1,1,2003,2003,03-160,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP160><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
03-160-15A,SECCL20/TEXTS/TASK1/2003/03-160/03-160-15A.txt,34666f5a989a433e27ab19daea86f3c0f8c0510537d1d98e0a9e80d2e1c789fc,TEM4,TASK1,1,2003,2003,03-160,2,3,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP160><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, M><RANK=3>",parsed
03-160-16B,SECCL20/TEXTS/TASK1/2003/03-160/03-160-16B.txt,17d68bc4ca6da74feecc514961363b7c62513e7fa8efdb19774af4ebf40e7f92,TEM4,TASK1,1,2003,2003,03-160,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP160><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
03-160-17B,SECCL20/TEXTS/TASK1/2003/03-160/03-160-17B.txt,2eba296f590b5faa9f92ad185d3847808350be619bec9807eb4fc5e696630f53,TEM4,TASK1,1,2003,2003,03-160,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP160><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
03-160-19A,SECCL20/TEXTS/TASK1/2003/03-160/03-160-19A.txt,936749dd4f208c7ce3023742177681b3f46e989f7464863e91f17c20d4dd271e,TEM4,TASK1,1,2003,2003,03-160,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP160><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
03-160-20A,SECCL20/TEXTS/TASK1/2003/03-160/03-160-20A.txt,ec872a1c94c9d80b79914e64ada631d24c6b8d508eb33057c0feac2f668e708c,TEM4,TASK1,1,2003,2003,03-160,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP160><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
03-160-22A,SECCL20/TEXTS/TASK1/2003/03-160/03-160-22A.txt,8707944b73ce3d0c2791f30a1e6c678262896c8a628bf9f32c9237bb23bf080a,TEM4,TASK1,1,2003,2003,03-160,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP160><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
03-160-23B,SECCL20/TEXTS/TASK1/2003/03-160/03-160-23B.txt,a5c63c8ef24d99d9686f807f7181cea555dad99f8f104b51e8f7041990e6a98b,TEM4,TASK1,1,2003,2003,03-160,2,1,B,"<SPOKEN><TEM4><GRADE2><YEAR03><GROUP160><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, M><RANK=1>",parsed
