transcript_id,source_relative_path,source_sha256,exam,task_folder,task_no,year_folder,year_tag,group_folder,grade,rank,role_in_task3,header_raw,metadata_status
04-199-27A,SECCL20/TEXTS/TASK1/2004/04-199/04-199-27A.txt,13937f39242972ead20d6a28084acf5a2e11838532162a18e8fbd19d2b7b9b5d,TEM4,TASK1,1,2004,2004,04-199,2,1,A,"<SPOKEN><TEM4><GRADE2><YEAR04><GROUP199><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=1>",parsed
04-199-28A,SECCL20/TEXTS/TASK1/2004/04-199/04-199-28A.txt,286306ed97c6e17fe4cb88a682eb147584cc2254d751459dc011905b66c9aca2,TEM4,TASK1,1,2004,2004,04-199,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR04><GROUP199><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
04-199-29B,SECCL20/TEXTS/TASK1/2004/04-199/04-199-29B.txt,62b025cbd84490586a0e82c5028b52920c1cb93a3b2b7c8da8b6b143d460f6a1,TEM4,TASK1,1,2004,2004,04-199,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR04><GROUP199><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, M><RANK=2>",parsed
04-199-30B,SECCL20/TEXTS/TASK1/2004/04-199/04-199-30B.txt,618f3ec71ecfeb8775d51f49993393521262b0cfaa1f6734e48a800a6794b5fa,TEM4,TASK1,1,2004,2004,04-199,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR04><GROUP199><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
04-199-31A,SECCL20/TEXTS/TASK1/2004/04-199/04-199-31A.txt,3c4fb66dbbd2855b330cebd0f28203033ee6740c3fddc8822c224c29d354fca2,TEM4,TASK1,1,2004,2004,04-199,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR04><GROUP199><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, M><RANK=2>",parsed
05-005-01A,SECCL20/TEXTS/TASK1/2005/05-005/05-005-01A.txt,d3db7b426ab9e1031be37c4a6b6eae35f2a709b3ce53f834ffc8dfcc03a5da01,TEM4,TASK1,1,2005,2005,05-005,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-005-02A,SECCL20/TEXTS/TASK1/2005/05-005/05-005-02A.txt,fb139abd5d4b4db5ce9b3fafe24f5bb671de5e6ed52401d427795dd3a2c3395c,TEM4,TASK1,1,2005,2005,05-005,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-005-03B,SECCL20/TEXTS/TASK1/2005/05-005/05-005-03B.txt,0702d501e387b00637d699edcdd4afa57a1392bde7fbe8f0a796d03769a0ad8c,TEM4,TASK1,1,2005,2005,05-005,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-005-04A,SECCL20/TEXTS/TASK1/2005/05-005/05-005-04A.txt,b38c1e443fd417a98407076b72e89fa8e72d0d5c07731234ecdad29b06b5ceef,TEM4,TASK1,1,2005,2005,05-005,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-005-05B,SECCL20/TEXTS/TASK1/2005/05-005/05-005-05B.txt,a283ce7d688e7bc9bb339aa0482dbd7b814fe5b082e3e9b66640ee861ba89446,TEM4,TASK1,1,2005,2005,05-005,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-005-06A,SECCL20/TEXTS/TASK1/2005/05-005/05-005-06A.txt,081d39901b37c2c525a4134dc842ab2b5e53d6722cd4e52fde3f74d72b5ce1c7,TEM4,TASK1,1,2005,2005,05-005,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, M><RANK=2>",parsed
05-005-07B,SECCL20/TEXTS/TASK1/2005/05-005/05-005-07B.txt,af9654056edf2ccc3cbe0538b6bb5ae1fff36866d53e3d2839f692a5841f8ce2,TEM4,TASK1,1,2005,2005,05-005,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-005-08B,SECCL20/TEXTS/TASK1/2005/05-005/05-005-08B.txt,99897e80142293f2fbe419f4f6613873546e63498ec0bbed272cbfdaef724006,TEM4,TASK1,1,2005,2005,05-005,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, M><RANK=2>",parsed
05-005-09B,SECCL20/TEXTS/TASK1/2005/05-005/05-005-09B.txt,65efea74e845043e40fd75e5e705881947c384eaeeebcecfb55fe10461c92927,TEM4,TASK1,1,2005,2005,05-005,2,1,B,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=F, M><RANK=1>",parsed
05-005-10B,SECCL20/TEXTS/TASK1/2005/05-005/05-005-10B.txt,3966aa5664fd8dce2f6e8dcbc9cd5a7e80c50a2afaac7405276db32ef75ad3e7,TEM4,TASK1,1,2005,2005,05-005,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-005-11B,SECCL20/TEXTS/TASK1/2005/05-005/05-005-11B.txt,206f9ec81e23873f87bbd64005c6de0c0443670930d4b573c2d5da85d8d4fd8c,TEM4,TASK1,1,2005,2005,05-005,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, M><RANK=2>",parsed
05-005-12A,SECCL20/TEXTS/TASK1/2005/05-005/05-005-12A.txt,97104e94dd66e1389439865dcaa5cfe5a279aeac58db55c0d74f6585b3d176a5,TEM4,TASK1,1,2005,2005,05-005,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-005-13A,SECCL20/TEXTS/TASK1/2005/05-005/05-005-13A.txt,f0dcfb14e8fbf4ad11bbae9f4198b0b76c7ac9a9271f0a47aa543385d9c9a696,TEM4,TASK1,1,2005,2005,05-005,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, M><RANK=2>",parsed
05-005-14B,SECCL20/TEXTS/TASK1/2005/05-005/05-005-14B.txt,f9d5fd3307cdae72f916fb887c2239656b2a23f68e360929aa38f2a7c0138302,TEM4,TASK1,1,2005,2005,05-005,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-005-15A,SECCL20/TEXTS/TASK1/2005/05-005/05-005-15A.txt,3aa7092da0c7d7f1151dff0844cad83d4ab5dda3c9634f6edb27ade21bcc466e,TEM4,TASK1,1,2005,2005,05-005,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-005-16B,SECCL20/TEXTS/TASK1/2005/05-005/05-005-16B.txt,170728504a3aff5c32e4b99bf3528dcb3d3bf364870187ce20ee0a8d380c0773,TEM4,TASK1,1,2005,2005,05-005,2,1,B,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=1>",parsed
05-005-17B,SECCL20/TEXTS/TASK1/2005/05-005/05-005-17B.txt,733ae3cfe8b99662c0abac045fb989e8e54b4a5d52505d2eadcd103c50bf48dc,TEM4,TASK1,1,2005,2005,05-005,2,1,B,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, M><RANK=1>",parsed
05-005-18B,SECCL20/TEXTS/TASK1/2005/05-005/05-005-18B.txt,274e10b86e3bdbbfd01109ecbef314331920f6fc49f18bd3c3ef31e34b8073e5,TEM4,TASK1,1,2005,2005,05-005,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-005-19A,SECCL20/TEXTS/TASK1/2005/05-005/05-005-19A.txt,377717f7f544e924b7869ca0521293475898f0e9add84ce756847bc50f9952dc,TEM4,TASK1,1,2005,2005,05-005,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-005-20A,SECCL20/TEXTS/TASK1/2005/05-005/05-005-20A.txt,e528657d38307f08fe8a289e049577c05213bf884758b1e857b2df8a09e01400,TEM4,TASK1,1,2005,2005,05-005,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-005-21B,SECCL20/TEXTS/TASK1/2005/05-005/05-005-21B.txt,fd9675c541ab41d5e96c7173d7fe22c7cdb799724ed79d2016e2f2b9042498da,TEM4,TASK1,1,2005,2005,05-005,2,1,B,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=1>",parsed
05-005-23A,SECCL20/TEXTS/TASK1/2005/05-005/05-005-23A.txt,68a6f94968f4794b0d67eb18d2cbacffbbb08c2f5b89879e0c02215145b21e2e,TEM4,TASK1,1,2005,2005,05-005,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-005-24B,SECCL20/TEXTS/TASK1/2005/05-005/05-005-24B.txt,b029a44a73d7109e12b9f42ca3d120ba78d9e64bf51b7430e9406f16de6fef22,TEM4,TASK1,1,2005,2005,05-005,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-005-25B,SECCL20/TEXTS/TASK1/2005/05-005/05-005-25B.txt,ddd61de17d4af2ef7bcdbd3080d41c30508d84a2aaf1f2591b54590c8d9e4c45,TEM4,TASK1,1,2005,2005,05-005,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-005-26B,SECCL20/TEXTS/TASK1/2005/05-005/05-005-26B.txt,dbefde22f71e20c3023b6cd6949dffbd0373229bd808865d3a405bbc3f61cd3a,TEM4,TASK1,1,2005,2005,05-005,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-005-27A,SECCL20/TEXTS/TASK1/2005/05-005/05-005-27A.txt,db12407c2ec659c7153e59838b6ed099eb9c3e0fb1d85c2c3533d9b90edb6986,TEM4,TASK1,1,2005,2005,05-005,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-005-28B,SECCL20/TEXTS/TASK1/2005/05-005/05-005-28B.txt,3fe7ee8eefbb6905111e3cff8480385c7994405b7fdd2f2333e530e742f056d4,TEM4,TASK1,1,2005,2005,05-005,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-005-29A,SECCL20/TEXTS/TASK1/2005/05-005/05-005-29A.txt,2df5d996867715b58df25bfdf8b91b832a51f95545704a6f16fd739b3a4cd6b4,TEM4,TASK1,1,2005,2005,05-005,2,1,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=1>",parsed
05-005-30B,SECCL20/TEXTS/TASK1/2005/05-005/05-005-30B.txt,e90045e538dd694b330c8e85a76570bfb512d61c71fe987eb78a346d003637b3,TEM4,TASK1,1,2005,2005,05-005,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-005-31B,SECCL20/TEXTS/TASK1/2005/05-005/05-005-31B.txt,cb16f45cca68af85b3cd8678a8a6429da987f5c2047df0a0ec7167dd5f75c717,TEM4,TASK1,1,2005,2005,05-005,2,1,B,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=1>",parsed
05-005-32A,SECCL20/TEXTS/TASK1/2005/05-005/05-005-32A.txt,d9652d632205c3c9949356629c31ba88db80ee13b1346cd3c8077b5889351927,TEM4,TASK1,1,2005,2005,05-005,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP005><TASKTYPE 1 2 3><SEX T1=M, T2=F, T3=M, F><RANK=2>",parsed
05-010-01A,SECCL20/TEXTS/TASK1/2005/05-010/05-010-01A.txt,312672267d01005508b20cc74a43474af43ed85006d6d1f83dc08da43c5ec3d1,TEM4,TASK1,1,2005,2005,05-010,2,1,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, M><RANK=1>",parsed
05-010-02B,SECCL20/TEXTS/TASK1/2005/05-010/05-010-02B.txt,2ff71612b9f86868b03b4f8bbb10e52ddb59bf143a549c547e502e89728f9721,TEM4,TASK1,1,2005,2005,05-010,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-010-03A,SECCL20/TEXTS/TASK1/2005/05-010/05-010-03A.txt,2cca64205488647aebca0d7e10019ca0db55c2d7dad3fc735bba91cc5c8d55f7,TEM4,TASK1,1,2005,2005,05-010,2,1,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=1>",parsed
05-010-04A,SECCL20/TEXTS/TASK1/2005/05-010/05-010-04A.txt,9931c84c4eba97f244005b2c28b4a397673ec9fac9159e81a7d9bdf2a74cd979,TEM4,TASK1,1,2005,2005,05-010,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-010-05A,SECCL20/TEXTS/TASK1/2005/05-010/05-010-05A.txt,60cd22c0b0134cbee58fda20612689da435932b86499213faf46de41a5a5db24,TEM4,TASK1,1,2005,2005,05-010,2,1,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=1>",parsed
05-010-06A,SECCL20/TEXTS/TASK1/2005/05-010/05-010-06A.txt,487f7965e6e21879d40bd06f2dcb2e63afe5943de13ee034d6d9fe67506ec2c8,TEM4,TASK1,1,2005,2005,05-010,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-010-07A,SECCL20/TEXTS/TASK1/2005/05-010/05-010-07A.txt,b823d279c7fee6c9fb156999fa3e0587c9ed36108f45ab25bcc88478b3785949,TEM4,TASK1,1,2005,2005,05-010,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-010-08A,SECCL20/TEXTS/TASK1/2005/05-010/05-010-08A.txt,bc3d3a37569477c29b23c7ff06e857b53e7464ab583b092850e608723c07a4b3,TEM4,TASK1,1,2005,2005,05-010,2,1,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=1>",parsed
05-010-09B,SECCL20/TEXTS/TASK1/2005/05-010/05-010-09B.txt,166c408701ddf2b4661d08eb3f2337f5689c72faa2506c57745c046648a19c3b,TEM4,TASK1,1,2005,2005,05-010,2,1,B,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=1>",parsed
05-010-10B,SECCL20/TEXTS/TASK1/2005/05-010/05-010-10B.txt,279b442d028cb9f1c44d14eb3fc5a6f9f38e2c9f86f89c4ad936bfac9c0edc94,TEM4,TASK1,1,2005,2005,05-010,2,1,B,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=F, M><RANK=1>",parsed
05-010-11A,SECCL20/TEXTS/TASK1/2005/05-010/05-010-11A.txt,d24c8ec291c61191f58ff84cd4cc6495d265389e0ee6a298627689675ba1c578,TEM4,TASK1,1,2005,2005,05-010,2,1,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=1>",parsed
05-010-12A,SECCL20/TEXTS/TASK1/2005/05-010/05-010-12A.txt,3d6dc5712b122004a3078ea37dbc713ab9581baa659af6914673096a2be26296,TEM4,TASK1,1,2005,2005,05-010,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-010-13A,SECCL20/TEXTS/TASK1/2005/05-010/05-010-13A.txt,e16ef34102f7c0e5253bab57a77e82cf2b8508e2dd8e228fe4505ee66171ca39,TEM4,TASK1,1,2005,2005,05-010,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-010-14B,SECCL20/TEXTS/TASK1/2005/05-010/05-010-14B.txt,c898901ff4591ea13bd3e86940d06926e0fb6b9aa03ef343d700017a5f899d3c,TEM4,TASK1,1,2005,2005,05-010,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=F, M><RANK=2>",parsed
05-010-15B,SECCL20/TEXTS/TASK1/2005/05-010/05-010-15B.txt,b0d760155cac598a1c140f31b2f48dfb1df3154c91c7bd62ba2421ca7444987d,TEM4,TASK1,1,2005,2005,05-010,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, M><RANK=2>",parsed
05-010-16B,SECCL20/TEXTS/TASK1/2005/05-010/05-010-16B.txt,cb0283517cfba48622e99bfdd59a2f16e7da7e410467c5afe19ac43095ae83c6,TEM4,TASK1,1,2005,2005,05-010,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, M><RANK=2>",parsed
05-010-17B,SECCL20/TEXTS/TASK1/2005/05-010/05-010-17B.txt,0b860f03f3835bcae3c20226e8df01370085c3037d09461ef2e34285c39143d2,TEM4,TASK1,1,2005,2005,05-010,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, M><RANK=2>",parsed
05-010-18A,SECCL20/TEXTS/TASK1/2005/05-010/05-010-18A.txt,add445c62582de4362443f6bd83d3263de68ea76466fbbfa1858ac6bb0bb0989,TEM4,TASK1,1,2005,2005,05-010,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, M><RANK=2>",parsed
05-010-19A,SECCL20/TEXTS/TASK1/2005/05-010/05-010-19A.txt,4d99237a4565b939d3ff3c47c5fab04d2b89230da95b4a3e5baa331db899b913,TEM4,TASK1,1,2005,2005,05-010,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-010-20A,SECCL20/TEXTS/TASK1/2005/05-010/05-010-20A.txt,7ef35d56a450abedae543cb4d524481c2599051cf661cfd76f3e09dd92e7667d,TEM4,TASK1,1,2005,2005,05-010,2,1,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=1>",parsed
05-010-21B,SECCL20/TEXTS/TASK1/2005/05-010/05-010-21B.txt,776d6b364cca405cb004a0a92a6dcf1e6af7e4b74861dfc82519cb830cb17984,TEM4,TASK1,1,2005,2005,05-010,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, M><RANK=2>",parsed
05-010-22A,SECCL20/TEXTS/TASK1/2005/05-010/05-010-22A.txt,7f5c179992e6c7a809fe6cac85e0e5e8ff0163087587ce388b2ccb81936e4402,TEM4,TASK1,1,2005,2005,05-010,2,3,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=3>",parsed
05-010-23A,SECCL20/TEXTS/TASK1/2005/05-010/05-010-23A.txt,70a9743c851e6528ad97fe08d81dbc5b8ce74c3c05169ee4a2dab78a8c5aa969,TEM4,TASK1,1,2005,2005,05-010,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-010-24A,SECCL20/TEXTS/TASK1/2005/05-010/05-010-24A.txt,1def4efa38f9604e183984111ab9a1f7bed83d86c2565a7e1b294e69e005a401,TEM4,TASK1,1,2005,2005,05-010,2,1,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=1>",parsed
05-010-25B,SECCL20/TEXTS/TASK1/2005/05-010/05-010-25B.txt,4be10a30d3384a7d8fb0b4a8c6a92818839bc6e483720388e48b891db9a6546d,TEM4,TASK1,1,2005,2005,05-010,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, M><RANK=2>",parsed
05-010-26A,SECCL20/TEXTS/TASK1/2005/05-010/05-010-26A.txt,df5c86bafbdf838998a222642a4e935b8a6de5403a49bc35916ded50e3e2dc13,TEM4,TASK1,1,2005,2005,05-010,2,1,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=M, T2=M, T3=M, F><RANK=1>",parsed
05-010-27B,SECCL20/TEXTS/TASK1/2005/05-010/05-010-27B.txt,3e6d3461d79483aeb1f279ee637041d61dd85f3e569b2ac69c77b383b7a6d937,TEM4,TASK1,1,2005,2005,05-010,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-010-28A,SECCL20/TEXTS/TASK1/2005/05-010/05-010-28A.txt,7d6984d382682aafd1b654216f68cea3d28cbf72bda64c5fe4eb7ca3e60a15c0,TEM4,TASK1,1,2005,2005,05-010,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-010-29B,SECCL20/TEXTS/TASK1/2005/05-010/05-010-29B.txt,d8c24f14ae4d0de10f50ef0323414785a2dec823dc38a79f5884dbb626b380a2,TEM4,TASK1,1,2005,2005,05-010,2,1,B,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=1>",parsed
05-010-30A,SECCL20/TEXTS/TASK1/2005/05-010/05-010-30A.txt,636250568696e72cf2f8439d735f7616d7136be8a36d945bd17e8cbad15f35d4,TEM4,TASK1,1,2005,2005,05-010,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-010-31A,SECCL20/TEXTS/TASK1/2005/05-010/05-010-31A.txt,e14be600ed30ca60b8dd9cac40de98ba43cbbd7a843e732cb65e2a2f2267f96d,TEM4,TASK1,1,2005,2005,05-010,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-010-32A,SECCL20/TEXTS/TASK1/2005/05-010/05-010-32A.txt,11533aa674eef2f6135d778c4ac26271a6cf393c85dbc4d55630a68ba22f7a54,TEM4,TASK1,1,2005,2005,05-010,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP010><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-015-01A,SECCL20/TEXTS/TASK1/2005/05-015/05-015-01A.txt,de1ba8cf4bb751085e7bcc71478b15329ba801db52ae174f096fbfd090a62865,TEM4,TASK1,1,2005,2005,05-015,2,3,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP015><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=3>",parsed
05-015-02B,SECCL20/TEXTS/TASK1/2005/05-015/05-015-02B.txt,d7d989846c08385d8687687ea68583aec3bea403653e1d17f23c2fde685ef19b,TEM4,TASK1,1,2005,2005,05-015,2,2,B,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP015><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-015-03A,SECCL20/TEXTS/TASK1/2005/05-015/05-015-03A.txt,cec3b04c2e55d34e8097858d165c71140568b1140772dec7bd47ff2d815eab7e,TEM4,TASK1,1,2005,2005,05-015,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP015><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-015-04A,SECCL20/TEXTS/TASK1/2005/05-015/05-015-04A.txt,c23246e9982bf47e526b50a6265f4ff0ed3b85b7497b824bd4e4da7db714d0b4,TEM4,TASK1,1,2005,2005,05-015,2,2,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP015><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=2>",parsed
05-015-05A,SECCL20/TEXTS/TASK1/2005/05-015/05-015-05A.txt,4d294a6e8a32c72300452519d7cbdfc5437d7451454c24f85c9e6a79354bafd2,TEM4,TASK1,1,2005,2005,05-015,2,1,A,"<SPOKEN><TEM4><GRADE2><YEAR05><GROUP015><TASKTYPE 1 2 3><SEX T1=F, T2=F, T3=F, F><RANK=1>",parsed
